date,day_of_week,is_weekend,is_holiday,staff_on_duty,top_product,avg_margin,seasonality,daily_sales,daily_profit,is_easter_week,is_christmas_week
2017-01-10,2,0,0,5,accessories,0.29,post_holiday_dip,18116.05,5253.65,0,0
2017-01-11,3,0,0,6,accessories,0.28,post_holiday_dip,18368.65,5143.22,0,0
2017-01-12,4,0,0,6,fiber packages,0.3,post_holiday_dip,19493.85,5848.15,0,0
2017-01-13,5,0,0,8,accessories,0.29,post_holiday_dip,20048.59,5814.09,0,0
2017-01-14,6,1,0,12,accessories,0.29,post_holiday_dip,23469.64,6806.2,0,0
2017-01-15,0,1,0,12,accessories,0.26,post_holiday_dip,22237.68,5781.8,0,0
2017-01-16,1,0,0,5,IoT devices,0.25,post_holiday_dip,17516.84,4379.21,0,0
2017-01-17,2,0,0,4,IoT devices,0.24,post_holiday_dip,17381.37,4171.53,0,0
2017-01-18,3,0,0,8,accessories,0.26,post_holiday_dip,19738.34,5131.97,0,0
2017-01-19,4,0,0,7,smartphones,0.19,post_holiday_dip,19130.51,3634.8,0,0
2017-01-20,5,0,0,6,fiber packages,0.29,post_holiday_dip,19900.27,5771.08,0,0
2017-01-21,6,1,0,14,fiber packages,0.27,post_holiday_dip,24249.12,6547.26,0,0
2017-01-22,0,1,0,12,IoT devices,0.23,post_holiday_dip,23666.6,5443.32,0,0
2017-01-23,1,0,0,6,IoT devices,0.21,post_holiday_dip,18153.61,3812.26,0,0
2017-01-24,2,0,0,6,accessories,0.29,post_holiday_dip,17039.35,4941.41,0,0
2017-01-25,3,0,0,6,smartphones,0.17,post_holiday_dip,19587.38,3329.85,0,0
2017-01-26,4,0,0,8,fiber packages,0.28,post_holiday_dip,18483.69,5175.43,0,0
2017-01-27,5,0,0,7,fiber packages,0.29,post_holiday_dip,19603.91,5685.13,0,0
2017-01-28,6,1,0,14,fiber packages,0.26,post_holiday_dip,22391.0,5821.66,0,0
2017-01-29,0,1,0,15,smartphones,0.2,post_holiday_dip,22385.65,4477.13,0,0
2017-01-30,1,0,0,5,fiber packages,0.29,post_holiday_dip,17084.38,4954.47,0,0
2017-01-31,2,0,0,6,fiber packages,0.28,post_holiday_dip,17707.2,4958.02,0,0
2017-02-01,3,0,0,7,accessories,0.26,baseline,22087.37,5742.72,0,0
2017-02-02,4,0,0,7,smartphones,0.17,baseline,20684.11,3516.3,0,0
2017-02-03,5,0,0,8,accessories,0.25,baseline,20438.35,5109.59,0,0
2017-02-04,6,1,0,13,IoT devices,0.22,baseline,24641.65,5421.16,0,0
2017-02-05,0,1,0,14,IoT devices,0.23,baseline,24771.0,5697.33,0,0
2017-02-06,1,0,0,4,accessories,0.29,baseline,19358.51,5613.97,0,0
2017-02-07,2,0,0,4,accessories,0.3,baseline,20105.23,6031.57,0,0
2017-02-08,3,0,0,8,accessories,0.25,baseline,21978.98,5494.74,0,0
2017-02-09,4,0,0,9,fiber packages,0.27,baseline,21335.06,5760.47,0,0
2017-02-10,5,0,0,7,IoT devices,0.21,baseline,20784.65,4364.78,0,0
2017-02-11,6,1,0,13,fiber packages,0.25,baseline,24567.96,6141.99,0,0
2017-02-12,0,1,0,14,accessories,0.26,baseline,26029.46,6767.66,0,0
2017-02-13,1,0,0,5,smartphones,0.19,baseline,19827.02,3767.13,0,0
2017-02-14,2,0,0,5,accessories,0.28,baseline,19815.48,5548.33,0,0
2017-02-15,3,0,0,8,accessories,0.27,baseline,22271.59,6013.33,0,0
2017-02-16,4,0,0,8,IoT devices,0.2,baseline,21423.21,4284.64,0,0
2017-02-17,5,0,0,6,IoT devices,0.2,baseline,22254.9,4450.98,0,0
2017-02-18,6,1,0,12,smartphones,0.16,baseline,26304.62,4208.74,0,0
2017-02-19,0,1,0,13,fiber packages,0.27,baseline,26049.25,7033.3,0,0
2017-02-20,1,0,0,5,smartphones,0.2,baseline,19994.96,3998.99,0,0
2017-02-21,2,0,0,5,IoT devices,0.23,baseline,19908.85,4579.04,0,0
2017-02-22,3,0,0,6,accessories,0.27,baseline,22036.4,5949.83,0,0
2017-02-23,4,0,0,6,accessories,0.26,baseline,21245.82,5523.91,0,0
2017-02-24,5,0,0,9,accessories,0.27,baseline,21682.12,5854.17,0,0
2017-02-25,6,1,0,14,accessories,0.29,baseline,25102.53,7279.73,0,0
2017-02-26,0,1,0,11,accessories,0.29,baseline,26148.78,7583.15,0,0
2017-02-27,1,0,0,6,fiber packages,0.29,baseline,18686.32,5419.03,0,0
2017-02-28,2,0,0,4,IoT devices,0.21,baseline,19214.07,4034.95,0,0
2017-03-01,3,0,0,9,smartphones,0.15,baseline,20590.49,3088.57,0,0
2017-03-02,4,0,0,9,smartphones,0.16,baseline,21823.59,3491.77,0,0
2017-03-03,5,0,0,6,fiber packages,0.26,baseline,21452.78,5577.72,0,0
2017-03-04,6,1,0,15,accessories,0.28,baseline,25109.33,7030.61,0,0
2017-03-05,0,1,0,11,smartphones,0.15,baseline,24661.38,3699.21,0,0
2017-03-06,1,0,0,6,IoT devices,0.25,baseline,18415.12,4603.78,0,0
2017-03-07,2,0,0,6,accessories,0.28,baseline,18682.17,5231.01,0,0
2017-03-08,3,0,0,7,IoT devices,0.23,baseline,21432.12,4929.39,0,0
2017-03-09,4,0,0,8,smartphones,0.19,baseline,20508.55,3896.62,0,0
2017-03-10,5,0,0,6,smartphones,0.17,baseline,22033.86,3745.76,0,0
2017-03-11,6,1,0,15,smartphones,0.16,baseline,25002.87,4000.46,0,0
2017-03-12,0,1,0,13,IoT devices,0.25,baseline,26871.49,6717.87,0,0
2017-03-13,1,0,0,6,smartphones,0.2,baseline,19733.7,3946.74,0,0
2017-03-14,2,0,0,6,accessories,0.26,baseline,19543.47,5081.3,0,0
2017-03-15,3,0,0,9,fiber packages,0.29,baseline,21491.7,6232.59,0,0
2017-03-16,4,0,0,8,IoT devices,0.21,baseline,21145.14,4440.48,0,0
2017-03-17,5,0,0,7,IoT devices,0.22,baseline,20525.26,4515.56,0,0
2017-03-18,6,1,0,12,smartphones,0.19,baseline,26570.09,5048.32,0,0
2017-03-19,0,1,0,13,smartphones,0.18,baseline,25612.94,4610.33,0,0
2017-03-20,1,0,0,6,fiber packages,0.27,baseline,19416.87,5242.55,0,0
2017-03-21,2,0,0,4,IoT devices,0.23,baseline,19771.59,4547.47,0,0
2017-03-22,3,0,0,8,IoT devices,0.24,baseline,22212.61,5331.03,0,0
2017-03-23,4,0,0,7,IoT devices,0.22,baseline,22268.62,4899.1,0,0
2017-03-24,5,0,0,7,fiber packages,0.26,baseline,21086.84,5482.58,0,0
2017-03-25,6,1,0,15,fiber packages,0.3,baseline,24798.95,7439.68,0,0
2017-03-26,0,1,0,13,IoT devices,0.21,baseline,26418.52,5547.89,0,0
2017-03-27,1,0,0,5,IoT devices,0.23,baseline,18424.0,4237.52,0,0
2017-03-28,2,0,0,4,smartphones,0.18,baseline,20064.82,3611.67,0,0
2017-03-29,3,0,0,9,smartphones,0.2,baseline,20447.27,4089.45,0,0
2017-03-30,4,0,0,7,fiber packages,0.29,baseline,20887.39,6057.34,0,0
2017-03-31,5,0,0,9,smartphones,0.19,baseline,21271.79,4041.64,0,0
2017-04-01,6,1,0,14,smartphones,0.15,baseline,24823.93,3723.59,0,0
2017-04-02,0,1,0,15,smartphones,0.19,baseline,25694.63,4881.98,0,0
2017-04-03,1,0,0,5,fiber packages,0.26,baseline,19823.33,5154.07,0,0
2017-04-04,2,0,0,5,IoT devices,0.22,baseline,18800.88,4136.19,0,0
2017-04-05,3,0,0,8,accessories,0.28,baseline,20499.98,5739.99,0,0
2017-04-06,4,0,0,6,fiber packages,0.28,baseline,22298.97,6243.71,0,0
2017-04-07,5,0,0,8,accessories,0.28,baseline,21674.75,6068.93,0,0
2017-04-08,6,1,0,13,IoT devices,0.2,baseline,24988.79,4997.76,0,0
2017-04-09,0,1,0,12,fiber packages,0.27,baseline,24466.42,6605.93,0,0
2017-04-10,1,0,0,4,fiber packages,0.25,easter_week,22738.77,5684.69,1,0
2017-04-11,2,0,0,6,accessories,0.26,easter_week,21276.68,5531.94,1,0
2017-04-12,3,0,0,9,fiber packages,0.27,easter_week,23870.13,6444.94,1,0
2017-04-13,4,0,0,7,smartphones,0.16,easter_week,23775.04,3804.01,1,0
2017-04-14,5,0,1,12,IoT devices,0.23,easter_week,25824.31,5939.59,1,0
2017-04-15,6,1,0,15,smartphones,0.2,easter_week,29093.22,5818.64,1,0
2017-04-16,0,1,0,14,fiber packages,0.28,easter_week,29325.9,8211.25,1,0
2017-04-17,1,0,0,5,IoT devices,0.23,baseline,19677.5,4525.82,0,0
2017-04-18,2,0,0,4,smartphones,0.16,baseline,19187.66,3070.03,0,0
2017-04-19,3,0,0,7,IoT devices,0.23,baseline,21428.47,4928.55,0,0
2017-04-20,4,0,0,7,smartphones,0.16,baseline,20680.06,3308.81,0,0
2017-04-21,5,0,0,6,accessories,0.28,baseline,21352.03,5978.57,0,0
2017-04-22,6,1,0,15,fiber packages,0.28,baseline,25311.11,7087.11,0,0
2017-04-23,0,1,0,15,accessories,0.28,baseline,24621.51,6894.02,0,0
2017-04-24,1,0,0,6,accessories,0.27,baseline,20102.52,5427.68,0,0
2017-04-25,2,0,1,12,smartphones,0.18,baseline,20687.02,3723.66,0,0
2017-04-26,3,0,0,7,IoT devices,0.21,baseline,22318.3,4686.84,0,0
2017-04-27,4,0,0,9,IoT devices,0.23,baseline,22139.7,5092.13,0,0
2017-04-28,5,0,0,8,smartphones,0.17,baseline,21609.73,3673.65,0,0
2017-04-29,6,1,0,15,smartphones,0.16,baseline,26717.76,4274.84,0,0
2017-04-30,0,1,0,11,accessories,0.28,baseline,25000.32,7000.09,0,0
2017-05-01,1,0,1,14,IoT devices,0.24,baseline,21215.2,5091.65,0,0
2017-05-02,2,0,0,6,IoT devices,0.2,baseline,18676.0,3735.2,0,0
2017-05-03,3,0,0,8,accessories,0.25,baseline,21078.31,5269.58,0,0
2017-05-04,4,0,0,8,fiber packages,0.29,baseline,21763.27,6311.35,0,0
2017-05-05,5,0,0,6,accessories,0.25,baseline,21793.39,5448.35,0,0
2017-05-06,6,1,0,11,smartphones,0.16,baseline,25879.16,4140.67,0,0
2017-05-07,0,1,0,13,accessories,0.28,baseline,26582.24,7443.03,0,0
2017-05-08,1,0,0,5,IoT devices,0.23,baseline,18455.76,4244.82,0,0
2017-05-09,2,0,0,5,smartphones,0.19,baseline,18519.21,3518.65,0,0
2017-05-10,3,0,0,6,fiber packages,0.26,baseline,20830.09,5415.82,0,0
2017-05-11,4,0,0,8,accessories,0.29,baseline,20644.78,5986.99,0,0
2017-05-12,5,0,0,8,IoT devices,0.21,baseline,21101.39,4431.29,0,0
2017-05-13,6,1,0,15,fiber packages,0.27,baseline,25845.65,6978.33,0,0
2017-05-14,0,1,0,15,IoT devices,0.22,baseline,25944.85,5707.87,0,0
2017-05-15,1,0,0,6,fiber packages,0.28,baseline,19367.36,5422.86,0,0
2017-05-16,2,0,0,6,smartphones,0.15,baseline,19617.14,2942.57,0,0
2017-05-17,3,0,0,7,smartphones,0.19,baseline,20585.12,3911.17,0,0
2017-05-18,4,0,0,6,fiber packages,0.26,baseline,21994.33,5718.53,0,0
2017-05-19,5,0,0,8,accessories,0.29,baseline,22017.85,6385.18,0,0
2017-05-20,6,1,0,14,IoT devices,0.21,baseline,26879.54,5644.7,0,0
2017-05-21,0,1,0,13,fiber packages,0.29,baseline,26850.3,7786.59,0,0
2017-05-22,1,0,0,4,smartphones,0.18,baseline,19457.69,3502.38,0,0
2017-05-23,2,0,0,5,IoT devices,0.21,baseline,19138.81,4019.15,0,0
2017-05-24,3,0,0,6,IoT devices,0.21,baseline,21830.63,4584.43,0,0
2017-05-25,4,0,0,9,accessories,0.29,baseline,20964.95,6079.84,0,0
2017-05-26,5,0,0,7,accessories,0.28,baseline,22445.11,6284.63,0,0
2017-05-27,6,1,0,13,smartphones,0.16,baseline,25285.99,4045.76,0,0
2017-05-28,0,1,0,14,accessories,0.26,baseline,25507.61,6631.98,0,0
2017-05-29,1,0,0,5,accessories,0.27,baseline,19599.34,5291.82,0,0
2017-05-30,2,0,0,6,accessories,0.27,baseline,19458.82,5253.88,0,0
2017-05-31,3,0,0,7,smartphones,0.15,baseline,20350.24,3052.54,0,0
2017-06-01,4,0,0,8,accessories,0.28,baseline,21633.64,6057.42,0,0
2017-06-02,5,0,0,8,fiber packages,0.27,baseline,20456.03,5523.13,0,0
2017-06-03,6,1,0,15,IoT devices,0.24,baseline,25057.74,6013.86,0,0
2017-06-04,0,1,0,12,smartphones,0.15,baseline,25265.58,3789.84,0,0
2017-06-05,1,0,0,5,IoT devices,0.21,baseline,19971.01,4193.91,0,0
2017-06-06,2,0,0,5,smartphones,0.19,baseline,19158.18,3640.05,0,0
2017-06-07,3,0,0,6,accessories,0.26,baseline,21167.5,5503.55,0,0
2017-06-08,4,0,0,8,accessories,0.27,baseline,20586.47,5558.35,0,0
2017-06-09,5,0,0,6,accessories,0.28,baseline,22413.07,6275.66,0,0
2017-06-10,6,1,1,14,smartphones,0.16,baseline,25842.07,4134.73,0,0
2017-06-11,0,1,0,15,smartphones,0.2,baseline,26718.46,5343.69,0,0
2017-06-12,1,0,0,6,fiber packages,0.27,baseline,19054.57,5144.73,0,0
2017-06-13,2,0,0,5,fiber packages,0.27,baseline,19871.07,5365.19,0,0
2017-06-14,3,0,0,9,fiber packages,0.26,baseline,21447.09,5576.24,0,0
2017-06-15,4,0,1,10,fiber packages,0.28,baseline,21503.26,6020.91,0,0
2017-06-16,5,0,0,6,IoT devices,0.24,baseline,21575.42,5178.1,0,0
2017-06-17,6,1,0,10,accessories,0.28,baseline,26251.54,7350.43,0,0
2017-06-18,0,1,0,12,accessories,0.27,baseline,26135.15,7056.49,0,0
2017-06-19,1,0,0,6,IoT devices,0.2,baseline,19848.03,3969.61,0,0
2017-06-20,2,0,0,5,accessories,0.26,baseline,19279.78,5012.74,0,0
2017-06-21,3,0,0,9,IoT devices,0.23,baseline,21718.27,4995.2,0,0
2017-06-22,4,0,0,6,IoT devices,0.23,baseline,22445.98,5162.58,0,0
2017-06-23,5,0,0,9,accessories,0.28,baseline,20920.72,5857.8,0,0
2017-06-24,6,1,1,14,smartphones,0.17,baseline,24988.83,4248.1,0,0
2017-06-25,0,1,0,11,smartphones,0.19,baseline,25035.23,4756.69,0,0
2017-06-26,1,0,0,5,smartphones,0.17,baseline,20081.1,3413.79,0,0
2017-06-27,2,0,0,6,fiber packages,0.27,baseline,18954.01,5117.58,0,0
2017-06-28,3,0,0,9,fiber packages,0.25,baseline,21514.02,5378.51,0,0
2017-06-29,4,0,0,7,fiber packages,0.27,baseline,21854.77,5900.79,0,0
2017-06-30,5,0,0,6,fiber packages,0.28,baseline,20776.89,5817.53,0,0
2017-07-01,6,1,0,13,accessories,0.29,summer_dip,24781.55,7186.65,0,0
2017-07-02,0,1,0,10,fiber packages,0.29,summer_dip,24098.53,6988.57,0,0
2017-07-03,1,0,0,5,accessories,0.28,summer_dip,17895.05,5010.61,0,0
2017-07-04,2,0,0,4,fiber packages,0.28,summer_dip,18368.53,5143.19,0,0
2017-07-05,3,0,0,8,IoT devices,0.22,summer_dip,19751.91,4345.42,0,0
2017-07-06,4,0,0,6,accessories,0.27,summer_dip,20245.37,5466.25,0,0
2017-07-07,5,0,0,8,fiber packages,0.27,summer_dip,20965.78,5660.76,0,0
2017-07-08,6,1,0,14,smartphones,0.19,summer_dip,22184.54,4215.06,0,0
2017-07-09,0,1,0,11,accessories,0.28,summer_dip,22887.45,6408.49,0,0
2017-07-10,1,0,0,5,IoT devices,0.23,summer_dip,18231.12,4193.16,0,0
2017-07-11,2,0,0,4,fiber packages,0.26,summer_dip,16698.53,4341.62,0,0
2017-07-12,3,0,0,8,fiber packages,0.26,summer_dip,19467.54,5061.56,0,0
2017-07-13,4,0,0,6,fiber packages,0.26,summer_dip,20336.15,5287.4,0,0
2017-07-14,5,0,0,9,accessories,0.28,summer_dip,20680.85,5790.64,0,0
2017-07-15,6,1,0,11,smartphones,0.15,summer_dip,24226.35,3633.95,0,0
2017-07-16,0,1,0,11,smartphones,0.18,summer_dip,23587.97,4245.83,0,0
2017-07-17,1,0,0,4,IoT devices,0.23,summer_dip,17829.84,4100.86,0,0
2017-07-18,2,0,0,6,accessories,0.28,summer_dip,16890.35,4729.3,0,0
2017-07-19,3,0,0,9,fiber packages,0.26,summer_dip,19824.94,5154.48,0,0
2017-07-20,4,0,0,9,accessories,0.27,summer_dip,19163.49,5174.14,0,0
2017-07-21,5,0,0,7,accessories,0.26,summer_dip,20553.88,5344.01,0,0
2017-07-22,6,1,0,15,fiber packages,0.26,summer_dip,23807.76,6190.02,0,0
2017-07-23,0,1,0,14,fiber packages,0.28,summer_dip,22535.42,6309.92,0,0
2017-07-24,1,0,0,6,accessories,0.3,summer_dip,18001.9,5400.57,0,0
2017-07-25,2,0,0,4,fiber packages,0.28,summer_dip,18175.51,5089.14,0,0
2017-07-26,3,0,0,8,fiber packages,0.26,summer_dip,20104.88,5227.27,0,0
2017-07-27,4,0,0,8,IoT devices,0.22,summer_dip,20748.79,4564.73,0,0
2017-07-28,5,0,0,7,IoT devices,0.22,summer_dip,19506.88,4291.51,0,0
2017-07-29,6,1,0,12,IoT devices,0.21,summer_dip,24319.25,5107.04,0,0
2017-07-30,0,1,0,14,smartphones,0.2,summer_dip,22940.58,4588.12,0,0
2017-07-31,1,0,0,5,accessories,0.29,summer_dip,17634.17,5113.91,0,0
2017-08-01,2,0,0,5,IoT devices,0.24,summer_dip,15041.47,3609.95,0,0
2017-08-02,3,0,0,9,fiber packages,0.3,summer_dip,17852.57,5355.77,0,0
2017-08-03,4,0,0,8,IoT devices,0.21,summer_dip,16818.44,3531.87,0,0
2017-08-04,5,0,0,7,smartphones,0.2,summer_dip,17356.77,3471.35,0,0
2017-08-05,6,1,0,15,fiber packages,0.3,summer_dip,21204.48,6361.34,0,0
2017-08-06,0,1,0,11,fiber packages,0.27,summer_dip,20779.01,5610.33,0,0
2017-08-07,1,0,0,5,accessories,0.25,summer_dip,14858.44,3714.61,0,0
2017-08-08,2,0,0,5,IoT devices,0.21,summer_dip,15375.25,3228.8,0,0
2017-08-09,3,0,0,6,smartphones,0.2,summer_dip,16762.32,3352.46,0,0
2017-08-10,4,0,0,6,smartphones,0.18,summer_dip,17109.27,3079.67,0,0
2017-08-11,5,0,0,7,fiber packages,0.3,summer_dip,17010.46,5103.14,0,0
2017-08-12,6,1,0,12,smartphones,0.16,summer_dip,19636.98,3141.92,0,0
2017-08-13,0,1,0,15,fiber packages,0.26,summer_dip,19883.2,5169.63,0,0
2017-08-14,1,0,0,4,smartphones,0.15,summer_dip,14899.67,2234.95,0,0
2017-08-15,2,0,1,15,accessories,0.3,summer_dip,15952.13,4785.64,0,0
2017-08-16,3,0,0,8,accessories,0.3,summer_dip,17699.84,5309.95,0,0
2017-08-17,4,0,0,8,smartphones,0.17,summer_dip,16346.31,2778.87,0,0
2017-08-18,5,0,0,7,IoT devices,0.24,summer_dip,17364.65,4167.52,0,0
2017-08-19,6,1,0,11,IoT devices,0.24,summer_dip,20923.83,5021.72,0,0
2017-08-20,0,1,0,10,smartphones,0.18,summer_dip,21067.63,3792.17,0,0
2017-08-21,1,0,0,4,IoT devices,0.22,summer_dip,15341.64,3375.16,0,0
2017-08-22,2,0,0,5,IoT devices,0.22,summer_dip,15167.4,3336.83,0,0
2017-08-23,3,0,0,6,accessories,0.26,summer_dip,16604.26,4317.11,0,0
2017-08-24,4,0,0,6,accessories,0.3,summer_dip,16848.65,5054.6,0,0
2017-08-25,5,0,0,8,smartphones,0.16,summer_dip,17099.12,2735.86,0,0
2017-08-26,6,1,0,11,accessories,0.3,summer_dip,19542.86,5862.86,0,0
2017-08-27,0,1,0,15,IoT devices,0.2,summer_dip,21507.32,4301.46,0,0
2017-08-28,1,0,0,6,fiber packages,0.29,summer_dip,15358.36,4453.92,0,0
2017-08-29,2,0,0,4,fiber packages,0.27,summer_dip,14699.85,3968.96,0,0
2017-08-30,3,0,0,6,smartphones,0.16,summer_dip,16852.28,2696.36,0,0
2017-08-31,4,0,0,9,accessories,0.28,summer_dip,17304.79,4845.34,0,0
2017-09-01,5,0,0,7,fiber packages,0.27,summer_recovery,18864.25,5093.35,0,0
2017-09-02,6,1,0,12,fiber packages,0.25,summer_recovery,24483.51,6120.88,0,0
2017-09-03,0,1,0,13,accessories,0.29,summer_recovery,24389.83,7073.05,0,0
2017-09-04,1,0,0,5,IoT devices,0.24,summer_recovery,16595.83,3983.0,0,0
2017-09-05,2,0,0,5,smartphones,0.18,summer_recovery,17463.54,3143.44,0,0
2017-09-06,3,0,0,8,accessories,0.28,summer_recovery,19668.34,5507.14,0,0
2017-09-07,4,0,0,6,IoT devices,0.22,summer_recovery,20027.47,4406.04,0,0
2017-09-08,5,0,0,8,IoT devices,0.21,summer_recovery,19186.04,4029.07,0,0
2017-09-09,6,1,0,13,IoT devices,0.2,summer_recovery,24257.59,4851.52,0,0
2017-09-10,0,1,0,15,smartphones,0.19,summer_recovery,23817.14,4525.26,0,0
2017-09-11,1,0,0,6,IoT devices,0.25,summer_recovery,18126.87,4531.72,0,0
2017-09-12,2,0,0,4,accessories,0.29,summer_recovery,17669.34,5124.11,0,0
2017-09-13,3,0,0,7,accessories,0.28,summer_recovery,20601.79,5768.5,0,0
2017-09-14,4,0,0,9,accessories,0.29,summer_recovery,20434.05,5925.87,0,0
2017-09-15,5,0,0,9,fiber packages,0.29,summer_recovery,19502.92,5655.85,0,0
2017-09-16,6,1,0,15,smartphones,0.18,summer_recovery,24731.65,4451.7,0,0
2017-09-17,0,1,0,14,smartphones,0.19,summer_recovery,23127.63,4394.25,0,0
2017-09-18,1,0,0,6,IoT devices,0.22,summer_recovery,18112.62,3984.78,0,0
2017-09-19,2,0,0,5,fiber packages,0.25,summer_recovery,17127.06,4281.77,0,0
2017-09-20,3,0,0,9,accessories,0.28,summer_recovery,20115.2,5632.26,0,0
2017-09-21,4,0,0,6,fiber packages,0.27,summer_recovery,20288.53,5477.9,0,0
2017-09-22,5,0,0,7,IoT devices,0.23,summer_recovery,20143.05,4632.9,0,0
2017-09-23,6,1,0,14,smartphones,0.19,summer_recovery,22910.89,4353.07,0,0
2017-09-24,0,1,0,10,smartphones,0.19,summer_recovery,24065.43,4572.43,0,0
2017-09-25,1,0,0,6,fiber packages,0.26,summer_recovery,18130.26,4713.87,0,0
2017-09-26,2,0,0,4,smartphones,0.2,summer_recovery,17517.83,3503.57,0,0
2017-09-27,3,0,0,7,smartphones,0.2,summer_recovery,20103.04,4020.61,0,0
2017-09-28,4,0,0,8,accessories,0.27,summer_recovery,19145.39,5169.26,0,0
2017-09-29,5,0,0,6,IoT devices,0.2,summer_recovery,19550.07,3910.01,0,0
2017-09-30,6,1,0,11,IoT devices,0.22,summer_recovery,23614.64,5195.22,0,0
2017-10-01,0,1,0,11,accessories,0.28,baseline,24638.61,6898.81,0,0
2017-10-02,1,0,0,4,IoT devices,0.21,baseline,19101.21,4011.25,0,0
2017-10-03,2,0,0,4,accessories,0.29,baseline,18987.16,5506.28,0,0
2017-10-04,3,0,0,6,IoT devices,0.22,baseline,20573.36,4526.14,0,0
2017-10-05,4,0,1,12,fiber packages,0.3,baseline,21888.54,6566.56,0,0
2017-10-06,5,0,0,7,smartphones,0.2,baseline,21824.95,4364.99,0,0
2017-10-07,6,1,0,13,accessories,0.27,baseline,26121.74,7052.87,0,0
2017-10-08,0,1,0,10,IoT devices,0.21,baseline,26136.55,5488.68,0,0
2017-10-09,1,0,0,5,smartphones,0.18,baseline,19123.32,3442.2,0,0
2017-10-10,2,0,0,5,fiber packages,0.28,baseline,18714.38,5240.03,0,0
2017-10-11,3,0,0,6,smartphones,0.18,baseline,21403.84,3852.69,0,0
2017-10-12,4,0,0,8,IoT devices,0.24,baseline,20963.49,5031.24,0,0
2017-10-13,5,0,0,9,smartphones,0.19,baseline,20842.69,3960.11,0,0
2017-10-14,6,1,0,15,IoT devices,0.23,baseline,24737.12,5689.54,0,0
2017-10-15,0,1,0,14,smartphones,0.17,baseline,24863.89,4226.86,0,0
2017-10-16,1,0,0,5,IoT devices,0.23,baseline,18865.54,4339.07,0,0
2017-10-17,2,0,0,6,fiber packages,0.28,baseline,18777.44,5257.68,0,0
2017-10-18,3,0,0,8,IoT devices,0.24,baseline,20793.27,4990.38,0,0
2017-10-19,4,0,0,9,fiber packages,0.29,baseline,20936.17,6071.49,0,0
2017-10-20,5,0,0,9,fiber packages,0.27,baseline,21885.59,5909.11,0,0
2017-10-21,6,1,0,11,IoT devices,0.21,baseline,25709.04,5398.9,0,0
2017-10-22,0,1,0,14,IoT devices,0.22,baseline,25684.1,5650.5,0,0
2017-10-23,1,0,0,6,fiber packages,0.25,baseline,19315.95,4828.99,0,0
2017-10-24,2,0,0,6,accessories,0.26,baseline,19049.28,4952.81,0,0
2017-10-25,3,0,0,6,smartphones,0.2,baseline,20566.51,4113.3,0,0
2017-10-26,4,0,0,6,IoT devices,0.21,baseline,21035.08,4417.37,0,0
2017-10-27,5,0,0,7,smartphones,0.18,baseline,22237.14,4002.69,0,0
2017-10-28,6,1,0,14,accessories,0.29,baseline,24683.23,7158.14,0,0
2017-10-29,0,1,0,11,fiber packages,0.26,baseline,25885.38,6730.2,0,0
2017-10-30,1,0,0,6,fiber packages,0.3,baseline,19780.04,5934.01,0,0
2017-10-31,2,0,0,5,accessories,0.27,baseline,19322.73,5217.14,0,0
2017-11-01,3,0,1,15,fiber packages,0.25,baseline,22798.13,5699.53,0,0
2017-11-02,4,0,0,9,smartphones,0.18,baseline,20575.42,3703.58,0,0
2017-11-03,5,0,0,8,fiber packages,0.27,baseline,22293.37,6019.21,0,0
2017-11-04,6,1,0,13,fiber packages,0.28,baseline,24663.21,6905.7,0,0
2017-11-05,0,1,0,15,IoT devices,0.23,baseline,26400.41,6072.09,0,0
2017-11-06,1,0,0,6,IoT devices,0.21,baseline,19513.91,4097.92,0,0
2017-11-07,2,0,0,6,IoT devices,0.21,baseline,18650.76,3916.66,0,0
2017-11-08,3,0,0,8,smartphones,0.19,baseline,21616.77,4107.19,0,0
2017-11-09,4,0,0,7,fiber packages,0.28,baseline,22208.81,6218.47,0,0
2017-11-10,5,0,0,7,IoT devices,0.21,baseline,22362.22,4696.07,0,0
2017-11-11,6,1,0,15,IoT devices,0.23,baseline,26190.66,6023.85,0,0
2017-11-12,0,1,0,14,smartphones,0.16,baseline,25515.41,4082.47,0,0
2017-11-13,1,0,0,4,fiber packages,0.25,baseline,19643.72,4910.93,0,0
2017-11-14,2,0,0,6,IoT devices,0.21,baseline,19312.99,4055.73,0,0
2017-11-15,3,0,0,6,accessories,0.27,baseline,21906.05,5914.63,0,0
2017-11-16,4,0,0,7,smartphones,0.17,baseline,22456.89,3817.67,0,0
2017-11-17,5,0,0,7,fiber packages,0.28,baseline,21991.77,6157.7,0,0
2017-11-18,6,1,0,14,smartphones,0.16,baseline,26084.82,4173.57,0,0
2017-11-19,0,1,0,14,fiber packages,0.26,baseline,26764.99,6958.9,0,0
2017-11-20,1,0,0,4,smartphones,0.16,baseline,20170.12,3227.22,0,0
2017-11-21,2,0,0,4,smartphones,0.17,baseline,19168.7,3258.68,0,0
2017-11-22,3,0,0,8,smartphones,0.2,baseline,21093.59,4218.72,0,0
2017-11-23,4,0,0,7,smartphones,0.16,baseline,21643.86,3463.02,0,0
2017-11-24,5,0,0,7,fiber packages,0.27,baseline,22425.02,6054.76,0,0
2017-11-25,6,1,0,11,smartphones,0.17,baseline,24698.83,4198.8,0,0
2017-11-26,0,1,0,12,fiber packages,0.29,black_friday,29119.59,8444.68,0,0
